Publication,Scenario,Region,Category,Product,Flow,Unit,Year,Value
World Energy Outlook 2021,Announced Pledges Scenario,Japan,Energy,Renewables,Total primary energy demand,EJ,2030,2.5
World Energy Outlook 2021,Announced Pledges Scenario,Japan,Energy,Renewables,Total primary energy demand,EJ,2050,5.2
World Energy Outlook 2021,Announced Pledges Scenario,Southeast Asia,Energy,Renewables,Total primary energy demand,EJ,2030,7.6
World Energy Outlook 2021,Announced Pledges Scenario,Southeast Asia,Energy,Renewables,Total primary energy demand,EJ,2050,12.9
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Renewables,Total primary energy demand,EJ,2030,142.7
World Energy Outlook 2021,Sustainable Development Scenario,World,Energy,Renewables,Total primary energy demand,EJ,2050,316.4
World Energy Outlook 2021,Sustainable Development Scenario,North America,Energy,Renewables,Total primary energy demand,EJ,2030,26
World Energy Outlook 2021,Sustainable Development Scenario,North America,Energy,Renewables,Total primary energy demand,EJ,2050,46.6
World Energy Outlook 2021,Sustainable Development Scenario,United States,Energy,Renewables,Total primary energy demand,EJ,2030,20.8
World Energy Outlook 2021,Sustainable Development Scenario,United States,Energy,Renewables,Total primary energy demand,EJ,2050,37.6
World Energy Outlook 2021,Sustainable Development Scenario,Central and South America,Energy,Renewables,Total primary energy demand,EJ,2030,14
World Energy Outlook 2021,Sustainable Development Scenario,Central and South America,Energy,Renewables,Total primary energy demand,EJ,2050,23.5
World Energy Outlook 2021,Sustainable Development Scenario,Brazil,Energy,Renewables,Total primary energy demand,EJ,2030,8.8
World Energy Outlook 2021,Sustainable Development Scenario,Brazil,Energy,Renewables,Total primary energy demand,EJ,2050,12.2
World Energy Outlook 2021,Sustainable Development Scenario,Europe,Energy,Renewables,Total primary energy demand,EJ,2030,23.8
World Energy Outlook 2021,Sustainable Development Scenario,Europe,Energy,Renewables,Total primary energy demand,EJ,2050,37.4
World Energy Outlook 2021,Sustainable Development Scenario,European Union,Energy,Renewables,Total primary energy demand,EJ,2030,17.1
World Energy Outlook 2021,Sustainable Development Scenario,European Union,Energy,Renewables,Total primary energy demand,EJ,2050,25.7
World Energy Outlook 2021,Sustainable Development Scenario,Africa,Energy,Renewables,Total primary energy demand,EJ,2030,10.2
World Energy Outlook 2021,Sustainable Development Scenario,Africa,Energy,Renewables,Total primary energy demand,EJ,2050,27
World Energy Outlook 2021,Sustainable Development Scenario,Middle East,Energy,Renewables,Total primary energy demand,EJ,2030,3
World Energy Outlook 2021,Sustainable Development Scenario,Middle East,Energy,Renewables,Total primary energy demand,EJ,2050,17.9
World Energy Outlook 2021,Sustainable Development Scenario,Eurasia,Energy,Renewables,Total primary energy demand,EJ,2030,3.3
World Energy Outlook 2021,Sustainable Development Scenario,Eurasia,Energy,Renewables,Total primary energy demand,EJ,2050,11.2
World Energy Outlook 2021,Sustainable Development Scenario,Russia,Energy,Renewables,Total primary energy demand,EJ,2030,2.4
World Energy Outlook 2021,Sustainable Development Scenario,Russia,Energy,Renewables,Total primary energy demand,EJ,2050,8.1
World Energy Outlook 2021,Sustainable Development Scenario,Asia Pacific,Energy,Renewables,Total primary energy demand,EJ,2030,61.1
World Energy Outlook 2021,Sustainable Development Scenario,Asia Pacific,Energy,Renewables,Total primary energy demand,EJ,2050,146.6
World Energy Outlook 2021,Sustainable Development Scenario,China,Energy,Renewables,Total primary energy demand,EJ,2030,30.5
World Energy Outlook 2021,Sustainable Development Scenario,China,Energy,Renewables,Total primary energy demand,EJ,2050,67.4
World Energy Outlook 2021,Sustainable Development Scenario,India,Energy,Renewables,Total primary energy demand,EJ,2030,10.7
World Energy Outlook 2021,Sustainable Development Scenario,India,Energy,Renewables,Total primary energy demand,EJ,2050,29.9
World Energy Outlook 2021,Sustainable Development Scenario,Japan,Energy,Renewables,Total primary energy demand,EJ,2030,2.5
World Energy Outlook 2021,Sustainable Development Scenario,Japan,Energy,Renewables,Total primary energy demand,EJ,2050,5.2
World Energy Outlook 2021,Sustainable Development Scenario,Southeast Asia,Energy,Renewables,Total primary energy demand,EJ,2030,10.9
World Energy Outlook 2021,Sustainable Development Scenario,Southeast Asia,Energy,Renewables,Total primary energy demand,EJ,2050,26.1
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Total primary energy demand,Million barrels per day,2010,86.7
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Total primary energy demand,Million barrels per day,2019,96.6
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Total primary energy demand,Million barrels per day,2020,87.9
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Total primary energy demand,Million barrels per day,2030,103
World Energy Outlook 2021,Stated Policies Scenario,World,Energy,Oil products,Total primary energy demand,Million barrels per day,2050,103
World Energy Outlook 2021,Stated Policies Scenario,North America,Energy,Oil products,Total primary energy demand,Million barrels per day,2010,22.2
World Energy Outlook 2021,Stated Policies Scenario,North America,Energy,Oil products,Total primary energy demand,Million barrels per day,2019,22.7
World Energy Outlook 2021,Stated Policies Scenario,North America,Energy,Oil products,Total primary energy demand,Million barrels per day,2020,20.1
World Energy Outlook 2021,Stated Policies Scenario,North America,Energy,Oil products,Total primary energy demand,Million barrels per day,2030,21.3
World Energy Outlook 2021,Stated Policies Scenario,North America,Energy,Oil products,Total primary energy demand,Million barrels per day,2050,16.7
World Energy Outlook 2021,Stated Policies Scenario,United States,Energy,Oil products,Total primary energy demand,Million barrels per day,2010,17.8
World Energy Outlook 2021,Stated Policies Scenario,United States,Energy,Oil products,Total primary energy demand,Million barrels per day,2019,18.4
World Energy Outlook 2021,Stated Policies Scenario,United States,Energy,Oil products,Total primary energy demand,Million barrels per day,2020,16.4
World Energy Outlook 2021,Stated Policies Scenario,United States,Energy,Oil products,Total primary energy demand,Million barrels per day,2030,17.4
World Energy Outlook 2021,Stated Policies Scenario,United States,Energy,Oil products,Total primary energy demand,Million barrels per day,2050,13.4
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,Energy,Oil products,Total primary energy demand,Million barrels per day,2010,5.5
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,Energy,Oil products,Total primary energy demand,Million barrels per day,2019,5.5
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,Energy,Oil products,Total primary energy demand,Million barrels per day,2020,5
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,Energy,Oil products,Total primary energy demand,Million barrels per day,2030,5.4
World Energy Outlook 2021,Stated Policies Scenario,Central and South America,Energy,Oil products,Total primary energy demand,Million barrels per day,2050,6
World Energy Outlook 2021,Stated Policies Scenario,Brazil,Energy,Oil products,Total primary energy demand,Million barrels per day,2010,2.3
World Energy Outlook 2021,Stated Policies Scenario,Brazil,Energy,Oil products,Total primary energy demand,Million barrels per day,2019,2.4
World Energy Outlook 2021,Stated Policies Scenario,Brazil,Energy,Oil products,Total primary energy demand,Million barrels per day,2020,2.3
World Energy Outlook 2021,Stated Policies Scenario,Brazil,Energy,Oil products,Total primary energy demand,Million barrels per day,2030,2.4
World Energy Outlook 2021,Stated Policies Scenario,Brazil,Energy,Oil products,Total primary energy demand,Million barrels per day,2050,2.5
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Oil products,Total primary energy demand,Million barrels per day,2010,13.9
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Oil products,Total primary energy demand,Million barrels per day,2019,13
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Oil products,Total primary energy demand,Million barrels per day,2020,11.9
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Oil products,Total primary energy demand,Million barrels per day,2030,10.4
World Energy Outlook 2021,Stated Policies Scenario,Europe,Energy,Oil products,Total primary energy demand,Million barrels per day,2050,6.4
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Oil products,Total primary energy demand,Million barrels per day,2010,10.6
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Oil products,Total primary energy demand,Million barrels per day,2019,9.7
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Oil products,Total primary energy demand,Million barrels per day,2020,8.9
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Oil products,Total primary energy demand,Million barrels per day,2030,7.4
World Energy Outlook 2021,Stated Policies Scenario,European Union,Energy,Oil products,Total primary energy demand,Million barrels per day,2050,4.1
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Oil products,Total primary energy demand,Million barrels per day,2010,3.3
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Oil products,Total primary energy demand,Million barrels per day,2019,4
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Oil products,Total primary energy demand,Million barrels per day,2020,3.6
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Oil products,Total primary energy demand,Million barrels per day,2030,5.1
World Energy Outlook 2021,Stated Policies Scenario,Africa,Energy,Oil products,Total primary energy demand,Million barrels per day,2050,8.4
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Oil products,Total primary energy demand,Million barrels per day,2010,6.6
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Oil products,Total primary energy demand,Million barrels per day,2019,7.4
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Oil products,Total primary energy demand,Million barrels per day,2020,6.7
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Oil products,Total primary energy demand,Million barrels per day,2030,8.2
World Energy Outlook 2021,Stated Policies Scenario,Middle East,Energy,Oil products,Total primary energy demand,Million barrels per day,2050,10.2
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Oil products,Total primary energy demand,Million barrels per day,2010,3.2
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Oil products,Total primary energy demand,Million barrels per day,2019,3.8
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Oil products,Total primary energy demand,Million barrels per day,2020,3.7
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Oil products,Total primary energy demand,Million barrels per day,2030,4.4
World Energy Outlook 2021,Stated Policies Scenario,Eurasia,Energy,Oil products,Total primary energy demand,Million barrels per day,2050,4.5
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Oil products,Total primary energy demand,Million barrels per day,2010,2.6
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Oil products,Total primary energy demand,Million barrels per day,2019,3.1
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Oil products,Total primary energy demand,Million barrels per day,2020,3
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Oil products,Total primary energy demand,Million barrels per day,2030,3.5
World Energy Outlook 2021,Stated Policies Scenario,Russia,Energy,Oil products,Total primary energy demand,Million barrels per day,2050,3.1
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Oil products,Total primary energy demand,Million barrels per day,2010,25
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Oil products,Total primary energy demand,Million barrels per day,2019,32
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Oil products,Total primary energy demand,Million barrels per day,2020,30.8
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Oil products,Total primary energy demand,Million barrels per day,2030,38.5
World Energy Outlook 2021,Stated Policies Scenario,Asia Pacific,Energy,Oil products,Total primary energy demand,Million barrels per day,2050,38.8
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Oil products,Total primary energy demand,Million barrels per day,2010,8.8
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Oil products,Total primary energy demand,Million barrels per day,2019,13.1
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Oil products,Total primary energy demand,Million barrels per day,2020,13.3
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Oil products,Total primary energy demand,Million barrels per day,2030,15.7
World Energy Outlook 2021,Stated Policies Scenario,China,Energy,Oil products,Total primary energy demand,Million barrels per day,2050,13.4
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Oil products,Total primary energy demand,Million barrels per day,2010,3.3
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Oil products,Total primary energy demand,Million barrels per day,2019,4.8
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Oil products,Total primary energy demand,Million barrels per day,2020,4.4
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Oil products,Total primary energy demand,Million barrels per day,2030,7.2
World Energy Outlook 2021,Stated Policies Scenario,India,Energy,Oil products,Total primary energy demand,Million barrels per day,2050,9.2
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Oil products,Total primary energy demand,Million barrels per day,2010,4.2
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Oil products,Total primary energy demand,Million barrels per day,2019,3.4
World Energy Outlook 2021,Stated Policies Scenario,Japan,Energy,Oil products,Total primary energy demand,Million barrels per day,2020,3.1
